startup_id,mentor_id,FIT1,FIT1_confidence,FIT1_explicability,FIT1_evidence_quotes,FIT1_match_drivers,FIT1_missing_info_flags
startup_001,MENTOR_011,0.68,0.72,"Strong domain alignment around decarbonization and climate impact. Mentor's 25+ years in capital markets, climate finance expertise, and policy influence (B20, COP28) match well with Heatrix's capital-intensive industrial decarbonization mission and scale ambitions (€2.6B turnover, 13M tons CO2 reduction). However, no explicit evidence of industrial heat, manufacturing operations, or deep-tech hardware expertise limits the score.","[{'from': 'startup', 'quote': 'efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': '25+ years Canadian capital markets; B20 taskforce member; speaker at COP28; climate finance advisor'}]","['Decarbonization domain overlap', 'Climate finance and capital markets expertise', 'Policy influence for scaling climate solutions', 'ESG and risk assessment for industrial impact']","['No evidence of industrial manufacturing or deep-tech hardware experience', 'No explicit mention of European market or Germany-specific expertise', ""Limited detail on mentor's operational or technical advisory background""]"
startup_001,MENTOR_012,0.58,0.65,"Moderate overlap exists through climate tech domain alignment and EU-funded project coordination expertise relevant to a German deep-tech hardware startup. However, mentor's focus on water treatment, SaaS, and policy influence shows limited direct match to industrial heat equipment manufacturing and power-to-heat technology at 1500°C.","[{'from': 'startup', 'quote': 'efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': 'Climate Tech; EU-Funded Project Coordination; 20+ years public-private funding expertise'}]","['Climate tech / decarbonization alignment', 'EU funding expertise for German startup', 'B2B sales experience for industrial equipment', 'Public-private funding navigation']","['No evidence of industrial manufacturing or hardware expertise', 'No mention of high-temperature processes or energy systems', ""Limited detail on mentor's actual climate tech experience depth""]"
startup_001,MENTOR_013,0.25,0.65,"Weak domain overlap. Heatrix focuses on industrial heat decarbonization and power-to-heat equipment manufacturing, while Gia specializes in agri-tech, entomology, and crop protection. Some tangential connection exists through sustainability themes and project management operational expertise, but no direct technical or industry alignment.","[{'from': 'startup', 'quote': 'efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': 'Agri Tech; Sustainable Agriculture'}]","['Sustainability/decarbonization theme overlap', 'Project management operational skills', 'Board governance experience']","['No mentor experience in industrial manufacturing or energy systems', 'No startup context on agricultural applications or biological systems', 'Limited mentor bio/profile detail to assess transferable expertise']"
startup_001,MENTOR_014,0.28,0.65,"Weak domain overlap. Mentor's expertise is in vertical farming/agri-tech and brand/communications, while startup focuses on industrial heat decarbonization equipment manufacturing. Some transferable scaling and investment experience exists, but no direct technical, operational, or market alignment between agriculture technology and industrial thermal systems.","[{'from': 'startup', 'quote': 'equipment manufacturer developing an efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': 'Vertical Farming; Sustainable Agriculture; Agri Tech'}]","['Sustainability/decarbonization mission alignment', 'Startup scaling experience (generic)', 'Investment knowledge (generic)']","[""Mentor's specific investment experience details"", ""Mentor's operational scaling specifics beyond brand/comms"", 'Any cross-industry hardware/manufacturing experience']"
startup_001,MENTOR_015,0.42,0.65,"Moderate overlap exists through Climate Tech alignment and strategic IP management expertise relevant to Heatrix's equipment manufacturing innovation. However, the mentor's specialization in EPO litigation and patent law lacks direct connection to industrial heat decarbonization technology, operations, or scaling manufacturing businesses.","[{'from': 'startup', 'quote': 'equipment manufacturer developing an efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': 'Climate Tech; Strategic IP Management; EPO litigation specialist'}]","['Climate Tech domain alignment', 'Strategic IP relevant for equipment patents', 'European legal expertise matches German incorporation']","[""Mentor's operational/technical experience in manufacturing or industrial processes"", ""Mentor's experience with scaling hardware/equipment companies"", ""Startup's specific IP strategy needs or litigation concerns""]"
startup_001,MENTOR_016,0.52,0.65,"Moderate overlap exists through climate tech domain alignment and scaling expertise. Mentor has climate tech investment experience (70+ investments) relevant to Heatrix's decarbonization mission and scale ambitions (€2.6B turnover target). However, mentor's background is primarily in software/SaaS/platform engineering, while Heatrix is hardware-focused industrial equipment manufacturing, creating a domain mismatch on technical depth.","[{'from': 'mentor', 'quote': '70+ climate tech investments'}, {'from': 'startup', 'quote': 'equipment manufacturer developing an efficient power-to-heat solution to decarbonize industrial heat'}]","['Climate tech domain alignment', 'Startup scaling experience', 'Investment/board governance for growth-stage companies', 'Decarbonization mission overlap']","[""Mentor's specific climate tech investment focus areas (hardware vs software)"", ""Mentor's experience with industrial/manufacturing businesses"", ""Depth of mentor's technical knowledge in energy/thermal systems""]"
startup_001,MENTOR_017,0.58,0.65,"Moderate overlap exists between Heatrix's industrial decarbonization mission and Aurélie's sustainability/climate tech expertise. However, the mentor's profile emphasizes ESG strategy, compliance, and corporate innovation rather than deep industrial equipment or power-to-heat technology expertise. The match is functional (sustainability domain) but lacks specific technical or operational alignment with high-temperature industrial heat manufacturing.","[{'from': 'startup', 'quote': 'efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': 'Climate Tech; ESG Compliance; Corporate Innovation'}]","['Climate tech and decarbonization alignment', 'Sustainability strategy expertise', 'Corporate ESG and innovation experience']","[""Mentor's specific experience with industrial manufacturing or equipment sectors"", ""Mentor's technical depth in power-to-heat or thermal systems"", ""Startup's current stage-specific challenges and operational needs""]"
startup_001,MENTOR_018,0.58,0.65,"Moderate overlap exists through Climate Tech alignment and startup scaling expertise relevant to Heatrix's growth ambitions. However, mentor's background in fintech, agritech, and SaaS differs from industrial equipment manufacturing and deep industrial decarbonization, limiting domain-specific match depth.","[{'from': 'mentor', 'quote': 'Climate Tech; Agri Tech; SaaS; Digital Transformation'}, {'from': 'startup', 'quote': 'equipment manufacturer developing an efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}]","['Climate Tech sector alignment', 'Startup scaling experience for growth-stage companies', 'GTM strategy relevant to B2B industrial sales']","[""Mentor's specific experience with hardware/equipment manufacturing unclear"", ""Mentor's knowledge of industrial heat or heavy industry sectors not evident"", ""Startup's current stage and specific operational challenges not detailed""]"
startup_001,MENTOR_019,0.68,0.72,"Strong domain alignment exists: Heatrix operates in industrial decarbonization (Climate Tech/Deep Tech), and Sabrina specializes in Climate Tech, Deep Tech, and sustainability strategy. Her expertise in startup scaling and fundraising matches Heatrix's growth ambitions toward multinational scale. However, limited detail on mentor's industrial heat or hardware manufacturing experience prevents a higher score.","[{'from': 'startup', 'quote': 'efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': 'Climate Tech; Deep Tech; Data-Driven Sales; Carbon & Biodiversity'}]","['Climate Tech & decarbonization alignment', 'Deep Tech hardware development overlap', 'Startup scaling for multinational growth', 'Fundraising for capital-intensive equipment manufacturing']","[""Mentor's specific experience with industrial manufacturing or hardware"", ""Mentor's background in B2B sales for equipment/capital goods"", ""Details on mentor's technical depth in thermal/energy systems""]"
startup_001,MENTOR_020,0.78,0.82,Strong domain alignment between Heatrix's industrial decarbonization technology and Magnus's Climate Tech and Industrial Tech expertise. His deep-tech investment background and board governance experience are highly relevant for a hardware manufacturer scaling from incorporation (2022) toward multinational ambitions with €2.6B revenue targets.,"[{'from': 'startup', 'quote': 'efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': 'Climate Tech; Nuclear; Semiconductors; Industrial Tech'}]","['Climate Tech + Industrial Tech domain overlap', 'Deep-tech investment experience for hardware scaling', 'Board governance for multinational growth trajectory', 'Industrial decarbonization sector alignment']","[""Mentor's specific experience with thermal/heat technologies unclear"", 'Geographic focus (Sweden vs Germany operations) not specified']"
startup_001,MENTOR_021,0.72,0.75,Strong domain alignment between Heatrix's industrial decarbonization mission and Florent's climate tech leadership and 20+ years in energy/utilities consulting. His expertise in sustainability strategy and corporate innovation directly matches the startup's goal of transforming industrial heat production at scale.,"[{'from': 'startup', 'quote': 'efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': 'Global Head Climate Tech; 20+ years energy & utilities consulting'}]","['Climate tech and decarbonization focus', 'Energy sector expertise', 'Sustainability strategy experience', 'Corporate innovation for scaling']","[""Mentor's specific experience with industrial heat or manufacturing"", ""Mentor's track record with hardware/equipment companies"", ""Details on mentor's AI/data analytics application to climate solutions""]"
startup_001,MENTOR_022,0.58,0.65,"Moderate overlap exists between Heatrix's industrial decarbonization mission and Marc Gillmann's energy sector expertise and policy influence capabilities. However, the mentor's focus on biofuels and energy policy may not directly address the specific technical challenges of power-to-heat equipment manufacturing up to 1500°C. The match is strengthened by potential policy navigation needs for a hardware startup targeting industrial transformation at scale.","[{'from': 'startup', 'quote': 'efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': 'energy policy expert'}]","['Energy sector domain alignment', 'Policy influence for industrial decarbonization', 'Entrepreneurship & innovation leadership experience']","[""Mentor's specific experience with industrial heat or manufacturing hardware"", ""Mentor's technical depth in power-to-heat or electrification technologies"", ""Startup's current stage-specific challenges and immediate strategic priorities""]"
startup_001,MENTOR_023,0.42,0.65,"Moderate overlap exists primarily through ESG expertise and institutional finance experience relevant to Heatrix's decarbonization mission and scale-up capital needs. However, mentor lacks direct industrial manufacturing, cleantech, or power-to-heat domain expertise, limiting technical and operational alignment.","[{'from': 'mentor', 'quote': '35 years global finance leadership; former Amundi Global Head of Sales'}, {'from': 'startup', 'quote': 'efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}]","['ESG expertise aligns with decarbonization mission', 'Institutional finance experience for scale-up capital', 'Global sales leadership relevant to multinational ambitions']","['No evidence of industrial equipment or manufacturing expertise', 'No cleantech or energy sector experience mentioned', 'Unclear if mentor has B2B industrial client experience']"
startup_001,MENTOR_024,0.25,0.3,"Insufficient info. The mentor profile provides only a title (PhD Candidate) and affiliation (Carnegie Mellon University) with no domain expertise, technical background, or operational experience detailed. The startup operates in industrial decarbonization and power-to-heat equipment manufacturing, but no evidence exists to assess overlap with the mentor's capabilities.","[{'from': 'startup', 'quote': 'efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': 'PhD Candidate'}]","['Academic affiliation at research university', 'No specific domain or functional expertise provided']","[""Mentor's research focus or PhD domain"", ""Mentor's technical expertise or industry experience"", ""Mentor's operational or functional skills"", ""Mentor's relevant background in energy, manufacturing, or decarbonization""]"
startup_001,MENTOR_025,0.22,0.65,"Weak overlap between industrial heat decarbonization equipment and automotive/software-defined vehicle expertise. Mentor's 30+ years automotive leadership and consulting experience could provide generic business scaling and operations guidance, but lacks specific domain relevance to power-to-heat technology or industrial manufacturing processes.","[{'from': 'startup', 'quote': 'equipment manufacturer developing an efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': '30+ years automotive leadership; GM Canada & China; SDV transformation expert'}]","['Manufacturing/operations scaling experience', 'International expansion (China, Canada)', 'Management consulting background']","[""Mentor's experience with industrial equipment or energy sectors"", ""Mentor's knowledge of decarbonization or cleantech"", ""Startup's specific operational or go-to-market challenges""]"
startup_001,MENTOR_026,0.25,0.4,"Weak overlap between mentor and startup domains. Heatrix focuses on industrial heat decarbonization hardware (power-to-heat equipment up to 1500°C), while the mentor's expertise centers on SaaS, robotics, and digital transformation. The mentor's operational and investment experience could provide generic business guidance, but lacks specific relevance to industrial heat technology, manufacturing scale-up, or deep decarbonization sectors.","[{'from': 'startup', 'quote': 'efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': 'SaaS; Robotics; Digital Transformation'}]","['Operations experience applicable to scaling', 'Investment background for funding strategy', 'Digital transformation for process optimization']","[""Mentor's specific experience in industrial/hardware sectors"", ""Mentor's knowledge of energy/decarbonization markets"", ""Startup's digitalization or automation needs"", 'Detailed mentor bio and profile information']"
startup_001,MENTOR_027,0.68,0.72,"Strong domain overlap exists between Heatrix's industrial equipment manufacturing and the mentor's extensive background in industrial automation and Siemens executive experience. The mentor's M&A expertise and senior leadership at a major industrial conglomerate align well with Heatrix's ambition to scale to €2.6B turnover globally. However, limited specific information about the mentor's experience with thermal systems or decarbonization technologies prevents a higher score.","[{'from': 'startup', 'quote': 'equipment manufacturer developing an efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': 'Former Siemens Executive Committee; Industrial Automation; Mergers & Acquisitions'}]","['Industrial equipment/automation domain alignment', 'Executive scaling experience at multinational industrial company', 'M&A expertise relevant to growth ambitions', 'Manufacturing and operations background']","[""Mentor's specific experience with thermal/heat technologies"", ""Mentor's knowledge of decarbonization or cleantech sectors"", ""Details on mentor's operational vs. strategic focus areas""]"
startup_001,MENTOR_028,0.58,0.65,"Moderate overlap exists through climate tech domain alignment and investment/consulting expertise relevant to Heatrix's scaling ambitions. However, mentor's specific technical tags (offshore wind, biotech, sensors) show limited direct connection to industrial heat/power-to-heat technology, and lack of operational manufacturing experience reduces strategic fit depth.","[{'from': 'mentor', 'quote': 'Climate Tech'}, {'from': 'startup', 'quote': 'efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}]","['Climate tech domain alignment', 'Investment expertise for scaling', 'DeepTech venturing experience', 'Consulting for multinational growth']","[""Mentor's specific experience with industrial manufacturing or thermal systems"", ""Details on mentor's climate tech portfolio companies"", ""Mentor's geographic focus (Europe/Germany relevance)"", ""Startup's current stage and immediate strategic priorities""]"
startup_001,MENTOR_029,0.12,0.75,"Heatrix focuses on industrial decarbonization through power-to-heat technology for high-temperature applications, while Miles Elsden specializes in autonomous systems, safety assurance, EV, and mobility. There is no credible overlap between industrial heat equipment manufacturing and autonomous systems/mobility expertise.","[{'from': 'startup', 'quote': 'efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': 'Autonomous Systems; Safety Assurance; EV; Mobility'}]","['No domain overlap', 'Distinct technical focus areas', 'Minimal functional intersection']","[""Mentor's full bio content not provided"", ""Startup's detailed technical approach unclear"", ""No information on mentor's broader industrial experience""]"
startup_001,MENTOR_030,0.42,0.65,"Moderate overlap exists through financial structuring and M&A expertise relevant to Heatrix's scale-up ambitions (€2.6B turnover target). However, mentor's domain focus (Fintech, Data Security) shows no direct alignment with industrial decarbonization or power-to-heat technology. Functional fit in investment and corporate strategy partially compensates for domain mismatch.","[{'from': 'startup', 'quote': 'expects to reach an annual turnover of up to €2.6B EUR worldwide'}, {'from': 'mentor', 'quote': 'Former Lazard & Goldman Sachs banker; M&A; Corporate Restructuring; Investment'}]","['M&A and investment expertise for scaling', 'Corporate restructuring for growth phases', 'Financial advisory for capital-intensive manufacturing']","[""Mentor's experience with industrial/cleantech sectors unclear"", ""Mentor's operational expertise in manufacturing or hardware unclear"", ""Startup's current stage and immediate strategic needs not specified""]"
startup_001,MENTOR_031,0.28,0.55,"Limited domain overlap between industrial heat decarbonization equipment and digital marketing/medical solutions. Mentor's marketing and investment expertise could provide generic commercial guidance, but lacks specific relevance to industrial equipment manufacturing, B2B sales models, or deep-tech hardware scaling. Insufficient info on mentor's experience with hardware, industrial sectors, or climate tech.","[{'from': 'startup', 'quote': 'equipment manufacturer developing an efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': '24+ years digital marketing; connected medical solutions specialist'}]","['Marketing expertise for commercial scaling', 'Investment operational tag', 'Generic business development guidance']","[""Mentor's experience with industrial/hardware sectors"", ""Mentor's knowledge of B2B equipment sales"", ""Mentor's exposure to climate tech or energy transition"", ""Startup's specific go-to-market challenges""]"
startup_001,MENTOR_032,0.72,0.65,"Strong domain alignment exists between Heatrix's industrial decarbonization technology and Andrew Beswick's Climate Tech and Energy expertise. His experience raising £2bn+ and scaling startups is highly relevant to Heatrix's ambitious multinational growth vision (€2.6B turnover target). However, limited detail on mentor's specific industrial heat or manufacturing experience prevents a higher confidence score.","[{'from': 'startup', 'quote': 'multinational company transforming industrial heat production. When operating at scale, Heatrix expects to reach an annual turnover of up to €2.6B EUR'}, {'from': 'mentor', 'quote': 'Climate Tech; Space Tech; Energy; Fintech'}]","['Climate Tech and Energy domain overlap', 'Startup scaling expertise for growth-stage ambitions', 'Capital raising experience (£2bn+) for scale-up needs', 'Board governance for multinational expansion']","[""Mentor's specific experience with industrial manufacturing or B2B equipment sales"", ""Details on mentor's Climate Tech portfolio companies or exits"", ""Mentor's familiarity with European industrial markets or German ecosystem""]"
startup_001,MENTOR_033,0.72,0.75,"Strong domain alignment between Heatrix's industrial decarbonization focus and Michael's clean tech expertise, energy policy background, and analytical experience at BNEF. His McKinsey partnership and UK energy policymaking experience are highly relevant to scaling capital-intensive industrial equipment manufacturing with regulatory considerations.","[{'from': 'startup', 'quote': 'efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': 'Former Global Head of Analysis at BNEF; ex-McKinsey Partner; UK energy policymaker'}]","['Clean tech and decarbonization domain expertise', 'Energy sector policy and regulatory knowledge', 'Strategic scaling experience from McKinsey', 'BNEF analytical background for market intelligence']","[""Mentor's specific experience with industrial heat or manufacturing sectors"", ""Details on mentor's clean tech investment thesis or portfolio companies""]"
startup_001,MENTOR_034,0.58,0.65,"Moderate domain overlap exists through shared decarbonization focus and materials science relevance to industrial heat equipment. However, mentor's expertise centers on carbon removal (DAC chemistry) rather than power-to-heat or high-temperature industrial processes, limiting direct technical alignment.","[{'from': 'startup', 'quote': 'efficient power-to-heat solution to decarbonize industrial heat up to 1500°C'}, {'from': 'mentor', 'quote': 'Head of Science at CDR-focused VC; former Climeworks DAC chemist'}]","['Decarbonization domain alignment', 'Materials science relevance to equipment', 'Climate tech investment perspective']","[""Mentor's specific materials science expertise areas"", ""Mentor's experience with industrial heat or manufacturing"", ""Startup's specific technical challenges or material requirements""]"
startup_002,MENTOR_001,0.12,0.75,"Minimal domain overlap exists between self-healing polymer materials for tires and renewable energy (solar/wind). The mentor's expertise in legal, transactions, and policy for energy sectors does not align with materials science, polymer chemistry, or mobility/tire markets. Insufficient info on whether the startup requires legal or transactional guidance.","[{'from': 'startup', 'quote': 'self-healing polymer platform that autonomously repairs punctures and damage at the material level, with its first application in tires'}, {'from': 'mentor', 'quote': 'General Counsel for EMEA and Global Head of Transactions at Lightsource bp; 17+ years in renewables'}]","['No technical domain overlap', 'Legal/transactional expertise not evidenced as startup need', 'Energy sector vs. materials/mobility mismatch']","[""Startup's current legal or transactional needs unclear"", 'No evidence of mentor experience in materials, chemicals, or automotive sectors', 'Mentor bio and profile_int fields empty']"
startup_002,MENTOR_002,0.42,0.55,"Moderate overlap exists through materials innovation and sustainability angles. Mentor's deep experience in industrial operations, sustainability strategy, and materials-intensive sectors (mining, construction, oil & gas) provides relevant context for scaling a novel material platform. However, no direct polymer science, tire industry, or mobility sector experience is evident, limiting the strength of the match.","[{'from': 'mentor', 'quote': 'former Chief Sustainability & Innovation Officer at Holcim'}, {'from': 'startup', 'quote': 'self-healing polymer platform that autonomously repairs punctures and damage at the material level'}]","['Sustainability strategy expertise', 'Industrial transformation and scaling experience', 'Materials-intensive sector operations (construction, mining)']","['No evidence of tire/mobility industry experience', 'No polymer or advanced materials R&D background mentioned', ""Startup's specific technical challenges and go-to-market strategy not detailed""]"
